         11712202430 function calls (11424169438 primitive calls) in 43014.864 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1036    0.000    0.000    0.000    0.000 ops.py:4575(control_inputs)
      162    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
       44    0.000    0.000    0.000    0.000 <string>:24(_replace)
      598    0.000    0.000    0.000    0.000 ops.py:5066(_colocation_stack)
      769    0.000    0.000    0.000    0.000 transforms.py:1868(get_matrix)
        1    0.000    0.000    0.000    0.000 backend.py:217(get_uid)
      368    0.000    0.000    0.000    0.000 __init__.py:1850(_str_equal)
     12/6    0.000    0.000    0.000    0.000 type_spec.py:429(<genexpr>)
        4    0.000    0.000    0.000    0.000 gen_io_ops.py:1520(<listcomp>)
       54    0.000    0.000    0.000    0.000 __init__.py:557(__setitem__)
      145    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_AddControlInput}
       97    0.000    0.000    0.000    0.000 ops.py:3933(add_to_collection)
        6    0.000    0.000    0.000    0.000 _datasource.py:376(_isurl)
       32    0.000    0.000    0.000    0.000 ticker.py:508(__init__)
       22    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(all)
        3    0.000    0.000    0.000    0.000 liveness.py:188(visit_ExceptHandler)
      820    0.000    0.000    0.000    0.000 nested_structure_coder.py:307(can_encode)
      384    0.000    0.000    0.000    0.000 base_serialization.py:33(__init__)
        2    0.000    0.000    0.000    0.000 axis.py:2232(_get_label)
       92    0.000    0.000    0.000    0.000 resource_variable_ops.py:100(<listcomp>)
      172    0.000    0.000    0.000    0.000 serialized_attributes.py:183(<dictcomp>)
      262    0.000    0.000    0.000    0.000 base_layer.py:932(<genexpr>)
      166    0.000    0.000    0.000    0.000 transforms.py:2658(get_matrix)
       26    0.000    0.000    0.000    0.000 __init__.py:138(connect)
        7    0.000    0.000    0.000    0.000 templates.py:64(visit_Tuple)
       65    0.000    0.000    0.000    0.000 {method 'append' of 'google.protobuf.pyext._message.RepeatedCompositeContainer' objects}
       88    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
       69    0.000    0.000    0.000    0.000 def_function.py:556(_get_key_for_call_stats)
       32    0.000    0.000    0.000    0.000 _methods.py:78(_clip_dep_invoke_with_casting)
       16    0.000    0.000    0.000    0.000 generic_utils.py:283(class_and_config_for_serialized_keras_object)
       22    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
       20    0.000    0.000    0.000    0.000 math_ops.py:1850(_has_fully_defined_shape)
       33    0.000    0.000    0.000    0.000 {built-in method zlib.compressobj}
        4    0.000    0.000    0.000    0.000 base_layer.py:2985(_set_save_spec)
       13    0.000    0.000    0.000    0.000 optimizer_v2.py:656(_set_hyper)
       77    0.000    0.000    0.000    0.000 templates.py:54(_apply_override)
       16    0.000    0.000    0.000    0.000 transforms.py:2266(blended_transform_factory)
      267    0.000    0.000    0.000    0.000 base_layer_utils.py:503(__init__)
      243    0.000    0.000    0.000    0.000 ops.py:5193(__exit__)
      136    0.000    0.000    0.000    0.000 graph_view.py:80(_name_slot_variable)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
        4    0.000    0.000    0.000    0.000 math_ops.py:3458(add_n)
       44    0.000    0.000    0.000    0.000 data_structures.py:902(_list_functions_for_serialization)
      111    0.000    0.000    0.000    0.000 ast.py:178(iter_child_nodes)
      121    0.000    0.000    0.000    0.000 stride_tricks.py:262(<listcomp>)
       24    0.000    0.000    0.000    0.000 posixpath.py:121(splitext)
      404    0.000    0.000    0.000    0.000 font_manager.py:940(_normalize_font_family)
       20    0.000    0.000    0.000    0.000 {method 'load_glyph' of 'matplotlib.ft2font.FT2Font' objects}
        3    0.000    0.000    0.000    0.000 data_adapter.py:1337(expand_1d)
       12    0.000    0.000    0.000    0.000 inspect_utils.py:350(<genexpr>)
      125    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
      592    0.000    0.000    0.000    0.000 traceable_stack.py:115(peek_top_obj)
      450    0.000    0.000    0.000    0.000 typing.py:889(__extrahook__)
       51    0.000    0.000    0.000    0.000 fractions.py:374(forward)
       81    0.000    0.000    0.000    0.000 backend_agg.py:55(get_hinting_flag)
        1    0.000    0.000    0.000    0.000 deprecation.py:426(deprecated_wrapper)
      209    0.000    0.000    0.000    0.000 lines.py:1213(set_markeredgecolor)
        2    0.000    0.000    0.000    0.000 _base.py:612(_set_lim_and_transforms)
        4    0.000    0.000    0.000    0.000 functional.py:760(_compute_tensor_usage_count)
        2    0.000    0.000    0.000    0.000 transforms.py:1318(contains_branch_seperately)
       24    0.000    0.000    0.000    0.000 serialized_attributes.py:174(functions_to_serialize)
      209    0.000    0.000    0.000    0.000 lines.py:1050(set_color)
        5    0.000    0.000    0.000    0.000 _dill.py:400(__init__)
        8    0.000    0.000    0.000    0.000 transforms.py:957(set)
      808    0.000    0.000    0.000    0.000 ops.py:113(tensor_id)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1670(RendererPdf)
      326    0.000    0.000    0.000    0.000 nested_structure_coder.py:143(can_decode)
      262    0.000    0.000    0.000    0.000 base_layer.py:3234(<genexpr>)
      539    0.000    0.000    0.000    0.000 artist.py:197(axes)
      136    0.000    0.000    0.000    0.000 policy.py:461(get_config)
        2    0.000    0.000    0.000    0.000 optimizer_v2.py:879(from_config)
       38    0.000    0.000    0.000    0.000 patches.py:768(_convert_units)
        3    0.000    0.000    0.000    0.000 reaching_definitions.py:261(visit_ExceptHandler)
       26    0.000    0.000    0.000    0.000 importer.py:204(_PopulateTFImportGraphDefOptions)
       39    0.000    0.000    0.000    0.000 backend_pdf.py:2223(paint)
        3    0.000    0.000    0.000    0.000 unparser.py:859(_withitem)
      450    0.000    0.000    0.000    0.000 text.py:1151(set_text)
      772    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
      578    0.000    0.000    0.000    0.000 transforms.py:939(get_points)
        3    0.000    0.000    0.000    0.000 optimizer_v2.py:276(__init__)
       32    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nonzero)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:701(__len__)
       25    0.000    0.000    0.000    0.000 function_def_to_graph.py:107(is_function)
        2    0.000    0.000    0.000    0.000 transforms.py:1298(contains_branch)
       45    0.000    0.000    0.000    0.000 weakref.py:208(items)
     1507    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
      202    0.000    0.000    0.000    0.000 __init__.py:1860(_str_lower_equal)
      340    0.000    0.000    0.000    0.000 weakref.py:134(__getitem__)
      271    0.000    0.000    0.000    0.000 functional.py:821(_make_node_key)
        8    0.000    0.000    0.000    0.000 path.py:526(get_extents)
        2    0.000    0.000    0.000    0.000 rmsprop.py:98(__init__)
      406    0.000    0.000    0.000    0.000 unparser.py:46(write)
       37    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      128    0.000    0.000    0.000    0.000 tape.py:163(should_record_backprop)
       22    0.000    0.000    0.000    0.000 fromnumeric.py:2324(all)
        3    0.000    0.000    0.000    0.000 abc.py:132(__new__)
      185    0.000    0.000    0.000    0.000 function_def_to_graph.py:258(_get_num_args)
        7    0.000    0.000    0.000    0.000 transpiler.py:190(instantiate)
      200    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
       57    0.000    0.000    0.000    0.000 version_utils.py:125(is_v1_layer_or_model)
       10    0.000    0.000    0.000    0.000 sre_compile.py:482(_compile_info)
       12    0.000    0.000    0.000    0.000 ast3.py:172(visit_arg)
        1    0.000    0.000    0.000    0.000 load.py:423(_recreate_bare_concrete_function)
       26    0.000    0.000    0.000    0.000 function_def_to_graph.py:81(<listcomp>)
       56    0.000    0.000    0.000    0.000 functional.py:816(_trackable_saved_model_saver)
        4    0.000    0.000    0.000    0.000 call_trees.py:149(_kwargs_to_dict)
        3    0.000    0.000    0.000    0.000 converter.py:216(list_of_features)
       40    0.000    0.000    0.000    0.000 function.py:2292(_deterministic_dict_values)
        1    0.000    0.000    0.000    0.000 function_deserialization.py:153(setup_bare_concrete_function)
       64    0.000    0.000    0.000    0.000 serialized_attributes.py:162(functions)
      424    0.000    0.000    0.000    0.000 meta_graph.py:159(mark_op_as_used)
        5    0.000    0.000    0.000    0.000 tensor_spec.py:100(most_specific_compatible_type)
      120    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
       12    0.000    0.000    0.000    0.000 uuid.py:106(__init__)
       28    0.000    0.000    0.000    0.000 save_impl.py:72(should_skip_serialization)
        6    0.000    0.000    0.000    0.000 iterator_ops.py:898(_from_components)
        7    0.000    0.000    0.000    0.000 load.py:1026(_maybe_add_serialized_attributes)
        2    0.000    0.000    0.000    0.000 axis.py:1963(_get_offset_text)
      120    0.000    0.000    0.000    0.000 __init__.py:1286(debug)
       88    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
       66    0.000    0.000    0.000    0.000 transformer.py:251(__init__)
        2    0.000    0.000    0.000    0.000 axis.py:2252(_get_offset_text)
       33    0.000    0.000    0.000    0.000 converter.py:258(__init__)
       19    0.000    0.000    0.000    0.000 inspect.py:643(getfile)
        7    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
      444    0.000    0.000    0.000    0.000 nested_structure_coder.py:376(can_encode)
       24    0.000    0.000    0.000    0.000 policy.py:342(_parse_name)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:430(_validate_bytecode_header)
      295    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       16    0.000    0.000    0.000    0.000 optimizer_v2.py:621(_assume_mirrored)
      724    0.000    0.000    0.000    0.000 __init__.py:2111(<genexpr>)
       11    0.000    0.000    0.000    0.000 device_spec.py:212(make_merged_spec)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
      203    0.000    0.000    0.000    0.000 base_layer.py:2968(_split_out_first_arg)
      784    0.000    0.000    0.000    0.000 artist.py:800(get_visible)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1626(writeInfoDict)
       92    0.000    0.000    0.000    0.000 resource_variable_ops.py:99(<listcomp>)
       15    0.000    0.000    0.000    0.000 function_base.py:2144(<listcomp>)
       10    0.000    0.000    0.000    0.000 sre_compile.py:223(_compile_charset)
        2    0.000    0.000    0.000    0.000 backend_pdf.py:1264(writeExtGSTates)
        5    0.000    0.000    0.000    0.000 functional.py:1169(process_layer)
       54    0.000    0.000    0.000    0.000 transforms.py:2736(get_affine)
       32    0.000    0.000    0.000    0.000 serialization.py:28(get_json_type)
      139    0.000    0.000    0.000    0.000 base_layer.py:2505(<listcomp>)
       40    0.000    0.000    0.000    0.000 functional_saver.py:168(<dictcomp>)
        7    0.000    0.000    0.000    0.000 device.py:115(__init__)
       25    0.000    0.000    0.000    0.000 transforms.py:2451(get_matrix)
      128    0.000    0.000    0.000    0.000 function.py:1413(__init__)
      258    0.000    0.000    0.000    0.000 op_def_library.py:166(_MakeBool)
        9    0.000    0.000    0.000    0.000 utils_impl.py:218(get_variables_dir)
      262    0.000    0.000    0.000    0.000 execute.py:184(make_bool)
       78    0.000    0.000    0.000    0.000 backend_bases.py:958(set_joinstyle)
       51    0.000    0.000    0.000    0.000 fractions.py:401(_add)
      686    0.000    0.000    0.000    0.000 multiarray.py:707(dot)
        1    0.000    0.000    0.000    0.000 enum.py:124(__new__)
       51    0.000    0.000    0.000    0.000 fractions.py:423(_div)
       12    0.000    0.000    0.000    0.000 axis.py:2147(get_ticks_position)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
       63    0.000    0.000    0.000    0.000 backend_pdf.py:1596(reserveObject)
        6    0.000    0.000    0.000    0.000 util.py:34(squeeze_or_expand_dimensions)
       96    0.000    0.000    0.000    0.000 transformer.py:131(enter)
      102    0.000    0.000    0.000    0.000 statistics.py:159(<genexpr>)
       31    0.000    0.000    0.000    0.000 functional.py:522(_flatten_to_reference_inputs)
       39    0.000    0.000    0.000    0.000 reaching_definitions.py:88(__ne__)
       21    0.000    0.000    0.000    0.000 activity.py:204(mark_param)
        8    0.000    0.000    0.000    0.000 spines.py:381(set_position)
       18    0.000    0.000    0.000    0.000 naming.py:31(new_symbol)
      345    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        4    0.000    0.000    0.000    0.000 execute.py:281(convert_to_mixed_eager_tensors)
       10    0.000    0.000    0.000    0.000 transforms.py:274(frozen)
       18    0.000    0.000    0.000    0.000 backend_bases.py:2185(mpl_connect)
       56    0.000    0.000    0.000    0.000 signature_serialization.py:233(<lambda>)
      296    0.000    0.000    0.000    0.000 nested_structure_coder.py:400(can_encode)
        1    0.000    0.000    0.000    0.000 context.py:1097(add_function_def)
       32    0.000    0.000    0.000    0.000 ticker.py:1994(le)
      146    0.000    0.000    0.000    0.000 weakref.py:339(__init__)
       25    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationToNodeDef}
